Body_style,City,Class,Color,Fuel,Km,Link,Make,Model,Price,Title,Transmission,Used_since
,El Haram,,White,gas,"8,890 Km",https://eg.hatla2ee.com/en/car/hyundai/Elantra-CN7/6982172,Hyundai,Elantra CN7,1420000,Used Hyundai Elantra CN7 2024 for sale El Haram,automatic,2024
,Mohandessin,,Gray,gas,"120,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6982209,Mitsubishi,Lancer EX Shark,695000,Used Mitsubishi Lancer EX Shark 2017 for sale Mohandessin,automatic,2017
,Mohandessin,,Black,gas,"125,000 Km",https://eg.hatla2ee.com/en/car/jeep/Renegade/6982216,Jeep,Renegade,950000,Used Jeep Renegade 2019 for sale Mohandessin,automatic,2019
Sedan,Ain Shams,,White,gas,"450,000 Km",https://eg.hatla2ee.com/en/car/speranza/a516/6982222,Speranza,A516,220000,Used Speranza A516 2010 for sale Ain Shams,automatic,2010
Sedan,Cairo,,Gray,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/aveo/6982229,Chevrolet,Aveo,430000,Used Chevrolet Aveo 2015 for sale Cairo,automatic,2015
,Sadat City,,Silver,gas,"265,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6982233,Mitsubishi,Lancer EX Shark,700000,Used Mitsubishi Lancer EX Shark 2016 for sale Sadat City,automatic,2016
Hatchback,Damietta,,Dark blue,gas,0 Km,https://eg.hatla2ee.com/en/car/suzuki/swift/6982204,Suzuki,Swift,500000,Used Suzuki Swift 2008 for sale Damietta,automatic,2008
Hatchback,Damietta,,Silver,gas,"220,000 Km",https://eg.hatla2ee.com/en/car/kia/picanto/6982258,Kia,Picanto,410000,Used Kia Picanto 2008 for sale Damietta,automatic,2008
,6 October,,Black,gas,"155,600 Km",https://eg.hatla2ee.com/en/car/renault/logan/6982262,Renault,Logan,400000,Used Renault Logan 2015 for sale 6 October,automatic,2015
,Helwan,,Red,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/jac/J7/6982208,Jac,J7,800000,Used Jac J7 2022 for sale Helwan,automatic,2022
,Tagamo3 - New Cairo,,Black,gas,"175,000 Km",https://eg.hatla2ee.com/en/car/bmw/316/6979688,BMW,316,725000,Used BMW 316 2011 for sale Tagamo3 - New Cairo,automatic,2011
,Sheikh Zayed City,,Black,gas,"70,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/RX5-Plus/6979668,MG,RX5 Plus,1250000,Used MG RX5 Plus 2024 for sale Sheikh Zayed City,automatic,2024
,Alexandria,,Black,Hybrid,"90,000 Km",https://eg.hatla2ee.com/en/car/mercedes/e-350/6979728,Mercedes,E 350,3600000,Used Mercedes E 350 2019 for sale Alexandria,automatic,2019
,6 October,,Dark grey,gas,"65,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/captiva/6982270,Chevrolet,Captiva,845000,Used Chevrolet Captiva 2020 for sale 6 October,automatic,2020
,Helwan,,Dark red,gas,0 Km,https://eg.hatla2ee.com/en/car/opel/vectra/6982273,Opel,Vectra,285000,Used Opel Vectra 2001 for sale Helwan,automatic,2001
,6 October,,Dark blue,gas,"108,000 Km",https://eg.hatla2ee.com/en/car/renault/Kadjar/6950267,Renault,Kadjar,935000,Used Renault Kadjar 2019 for sale 6 October,automatic,2019
,Monufia,,White,gas,"130,000 Km",https://eg.hatla2ee.com/en/car/jac/s2/6982272,Jac,S2,450000,Used Jac S2 2017 for sale Monufia,automatic,2017
,Tagamo3 - New Cairo,,Green,gas,"220,000 Km",https://eg.hatla2ee.com/en/car/kia/pride/6982280,Kia,Pride,135000,Used Kia Pride 1997 for sale Tagamo3 - New Cairo,manual,1997
,Beni Suef,,White,diesel,"200,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/T-Series/6982284,Chevrolet,T-Series,255000,Used Chevrolet T-Series 2001 for sale Beni Suef,manual,2001
,Alexandria,,Dark red,gas,"230,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/6979943,Chevrolet,Optra,400000,Used Chevrolet Optra 2007 for sale Alexandria,automatic,2007
Sedan,Red Sea,,Gray,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/mercedes/280/6982275,Mercedes,280,150000,Used Mercedes 280 1981 for sale Red Sea,automatic,1981
,Cairo,,Black,gas,"385,000 Km",https://eg.hatla2ee.com/en/car/ford/focus/6982309,Ford,Focus,450000,Used Ford Focus 2010 for sale Cairo,automatic,2010
SUV,Heliopolis,,Dark red,gas,"113,000 Km",https://eg.hatla2ee.com/en/car/nissan/qashqai/6982310,Nissan,Qashqai,1050000,Used Nissan Qashqai 2021 for sale Heliopolis,automatic,2021
,El Haram,,Mocha,gas,"170,000 Km",https://eg.hatla2ee.com/en/car/renault/duster/6979777,Renault,Duster,650000,Used Renault Duster 2018 for sale El Haram,automatic,2018
,Luxor,,Silver,gas,"115,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/Rx5/6979504,MG,Rx5,955000,Used MG Rx5 2019 for sale Luxor,automatic,2019
Sedan,Cairo,,Gray,gas,"260,000 Km",https://eg.hatla2ee.com/en/car/speranza/a516/6982315,Speranza,A516,240000,Used Speranza A516 2010 for sale Cairo,manual,2010
,Mansoura,,Dark red,gas,"195,021 Km",https://eg.hatla2ee.com/en/car/fiat/linea/6982324,Fiat,Linea,360000,Used Fiat Linea 2017 for sale Mansoura,manual,2017
,Alexandria,,Dark grey,gas,"122,000 Km",https://eg.hatla2ee.com/en/car/opel/astra/6982340,Opel,Astra,580000,Used Opel Astra 2013 for sale Alexandria,automatic,2013
,Obour City,,Silver,gas,"160,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6971985,Chevrolet,Lanos,280000,Used Chevrolet Lanos 2010 for sale Obour City,manual,2010
SUV,El Katameya,,White,gas,1 Km,https://eg.hatla2ee.com/en/car/bmw/x1/6979859,BMW,X1,2880000,Imported used BMW X1 2024 for sale El Katameya,automatic,2024
,Touhk,,Gray,gas,"100,000 Km",https://eg.hatla2ee.com/en/car/chery/Tiggo-7-pro/6982354,Chery,Tiggo 7 pro,900000,Used Chery Tiggo 7 pro 2022 for sale Touhk,automatic,2022
,Tagamo3 - New Cairo,,Black,gas,,https://eg.hatla2ee.com/en/new-car/imported/mercedes/cla-200/6982355,Mercedes,CLA 200,3300000,Imported new Mercedes CLA 200 2024 for sale Tagamo3 - New Cairo,automatic,2024
Sedan,Al Shorouk,,Dark grey,gas,"11,000 Km",https://eg.hatla2ee.com/en/car/honda/accord/6982361,Honda,Accord,2400000,Honda Accord EX 2023,automatic,2023
,Nasr city,,Silver,gas,"175,000 Km",https://eg.hatla2ee.com/en/car/geely/emgrand7/6982375,Geely,Emgrand 7,295000,Used Geely Emgrand 7 2017 for sale Nasr city,manual,2017
,6 October,,Red,gas,"192,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/MG-HS/6982374,MG,HS,1100000,Used MG HS 2021 for sale 6 October,automatic,2021
,Heliopolis,,Silver,gas,"190,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Crystala/6982380,Mitsubishi,Lancer Crystala,290000,Used Mitsubishi Lancer Crystala 1998 for sale Heliopolis,manual,1998
,Cairo,,Blue,gas,"125,000 Km",https://eg.hatla2ee.com/en/car/hyundai/atos/6982381,Hyundai,Atos,295000,Used Hyundai Atos 2009 for sale Cairo,manual,2009
,Tagamo3 - New Cairo,,Dark blue,gas,"221,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/6982244,Chevrolet,Optra,570000,Used Chevrolet Optra 2021 for sale Tagamo3 - New Cairo,automatic,2021
Hatchback,Cairo,,Blue,gas,"165,000 Km",https://eg.hatla2ee.com/en/car/renault/captur/6982390,Renault,Captur,600000,Used Renault Captur  for sale Cairo,manual,2017
,Cairo,,Gray,gas,"169,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/aveo/6982387,Chevrolet,Aveo,400000,Used Chevrolet Aveo 2014 for sale Cairo,automatic,2014
SUV,Giza,,Dark blue,gas,"151,000 Km",https://eg.hatla2ee.com/en/car/chery/Tiggo3/6982398,Chery,Tiggo 3,550000,Used Chery Tiggo 3 2019 for sale Giza,automatic,2019
,6 October,,Silver,gas,"260,000 Km",https://eg.hatla2ee.com/en/car/speranza/a113/6982404,Speranza,A113,220000,Used Speranza A113 2008 for sale 6 October,manual,2008
,Suez,,White,gas,"330,000 Km",https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6982408,Hyundai,Elantra HD,740000,Used Hyundai Elantra HD 2021 for sale Suez,automatic,2021
,Mokattam,,White,gas,"128,000 Km",https://eg.hatla2ee.com/en/car/citroen/C5-Aircross/6982412,Citroën,C5 Aircross,1200000,Used Citroën C5 Aircross 2021 for sale Mokattam,automatic,2021
Sedan,Obour City,,White,gas,"28,888 Km",https://eg.hatla2ee.com/en/car/peugeot/405/6982312,Peugeot,405,155000,Used Peugeot 405 1998 for sale Obour City,manual,1998
,Mohandessin,,Petroleum,gas,"90,000 Km",https://eg.hatla2ee.com/en/car/fiat/tipo/6982417,Fiat,Tipo,795000,Used Fiat Tipo 2021 for sale Mohandessin,automatic,2021
Sedan,Mansoura,,Gold,gas,"218,000 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/6982393,Nissan,Sunny,390000,Used Nissan Sunny 2008 for sale Mansoura,automatic,2008
Sedan,Cairo,,Purple,gas,"300,000 Km",https://eg.hatla2ee.com/en/car/audi/80/6982230,Audi,80,195000,Used Audi 80 1994 for sale Cairo,manual,1994
,Obour City,,Gold,gas,0 Km,https://eg.hatla2ee.com/en/car/kia/rio/6982421,Kia,Rio,170000,Used Kia Rio 2001 for sale Obour City,manual,2001
,Damanhur,,Dark blue,gas,"338,168 Km",https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6982434,Daewoo,Lanos 2,270000,Used Daewoo Lanos 2 2003 for sale Damanhur,manual,2003
,El Haram,,Eggplant,gas,"165,000 Km",https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6982438,Hyundai,Elantra HD,620000,Used Hyundai Elantra HD 2017 for sale El Haram,automatic,2017
,El Qanater El Khayreya,,Red,gas,"235,551 Km",https://eg.hatla2ee.com/en/car/hyundai/excel/6979949,Hyundai,Excel,150000,Used Hyundai Excel 1994 for sale El Qanater El Khayreya,manual,1994
,Sheikh Zayed City,,Silver,gas,400 Km,https://eg.hatla2ee.com/en/car/peugeot/5008/6982440,Peugeot,5008,2500000,Used Peugeot 5008 2023 for sale Sheikh Zayed City,automatic,2023
,Cairo,,Dark grey,gas,"67,000 Km",https://eg.hatla2ee.com/en/car/opel/cascada/6982448,Opel,Cascada,1350000,Used Opel Cascada 2018 for sale Cairo,automatic,2018
,Hurghada,,Green,gas,"350,000 Km",https://eg.hatla2ee.com/en/car/hyundai/elantra/6982457,Hyundai,Elantra,370000,Used Hyundai Elantra 2004 for sale Hurghada,automatic,2004
Hatchback,Quesna,,Silver,gas,"235,000 Km",https://eg.hatla2ee.com/en/car/daewoo/lacetti/6982425,Daewoo,Lacetti,425000,Used Daewoo Lacetti 2004 for sale Quesna,automatic,2004
,Dakahlia,,Silver,gas,"240,000 Km",https://eg.hatla2ee.com/en/car/kia/cerato/6982371,Kia,Cerato,800000,Used Kia Cerato 2016 for sale Dakahlia,automatic,2016
,Cairo,,Black,gas,"141,000 Km",https://eg.hatla2ee.com/en/car/opel/astra/6979998,Opel,Astra,700000,Used Opel Astra 2020 for sale Cairo,automatic,2020
Sedan,Tagamo3 - New Cairo,,White,gas,"147,000 Km",https://eg.hatla2ee.com/en/car/peugeot/508/6982062,Peugeot,508,965000,Used Peugeot 508 2018 for sale Tagamo3 - New Cairo,automatic,2018
,Kafr el-Dawwar,,Black,gas,"140,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/6982464,Renault,Logan,380000,Used Renault Logan 2015 for sale Kafr el-Dawwar,manual,2015
Sedan,Cairo,,Black,gas,0 Km,https://eg.hatla2ee.com/en/car/chevrolet/cruze/6982476,Chevrolet,Cruze,455000,Used Chevrolet Cruze 2013 for sale Cairo,automatic,2013
Sedan,Cairo,,Gold,gas,"232,000 Km",https://eg.hatla2ee.com/en/car/kia/sephia/6982478,Kia,Sephia,225000,Used Kia Sephia 2001 for sale Cairo,manual,2001
,Sheikh Zayed City,,Silver,gas,"115,000 Km",https://eg.hatla2ee.com/en/car/opel/Crossland/6982475,Opel,Crossland,865000,Used Opel Crossland 2021 for sale Sheikh Zayed City,automatic,2021
,El Haram,,Red,gas,0 Km,https://eg.hatla2ee.com/en/car/daewoo/juliet/6982481,Daewoo,Juliet,250000,Used Daewoo Juliet 1997 for sale El Haram,manual,1997
Hatchback,Abu Kabir,,Green,gas,"250,000 Km",https://eg.hatla2ee.com/en/car/skoda/favorit/6982488,Skoda,Favorit,75000,Used Skoda Favorit 1994 for sale Abu Kabir,manual,1994
,Sharqia,,Dark grey,gas,0 Km,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6982489,Chevrolet,Lanos,340000,Used Chevrolet Lanos 2014 for sale Sharqia,manual,2014
,Zagazig,,White,gas,"19,000 Km",https://eg.hatla2ee.com/en/car/kia/sportage/6980053,Kia,Sportage,2350000,Used Kia Sportage 2023 for sale Zagazig,automatic,2023
Sedan,El Salam City,,Black,gas,"306,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6979880,Mitsubishi,Lancer EX Shark,450000,Used Mitsubishi Lancer EX Shark 2009 for sale El Salam City,automatic,2009
,Nasr city,,Gray,gas,"158,000 Km",https://eg.hatla2ee.com/en/car/brilliance/v5/6979779,Brilliance,V5,700000,Used Brilliance V5 2015 for sale Nasr city,automatic,2015
SUV,Alexandria,,Gray,gas,"70,000 Km",https://eg.hatla2ee.com/en/car/bmw/x3/6982485,BMW,X3,2800000,Used BMW X3 2019 for sale Alexandria,automatic,2019
Sedan,Tanta,,Silver,gas,"18,000 Km",https://eg.hatla2ee.com/en/car/hyundai/xd/6982504,Hyundai,XD,340000,Used Hyundai XD 2001 for sale Tanta,manual,2001
Sedan,Gharbia,,Silver,gas,"250,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6982510,Chevrolet,Lanos,235000,Used Chevrolet Lanos 2009 for sale Gharbia,manual,2009
,Banha,,White,diesel,"122,000 Km",https://eg.hatla2ee.com/en/car/nissan/pick-up/6982516,Nissan,Pick up,550000,Used Nissan Pick up 2015 for sale Banha,manual,2015
,Giza,,Black,gas,"300,000 Km",https://eg.hatla2ee.com/en/car/hyundai/verna/6982512,Hyundai,Verna,395000,Used Hyundai Verna 2015 for sale Giza,manual,2015
,Cairo,,Other,gas,0 Km,https://eg.hatla2ee.com/en/car/fiat/shahin/6982498,Fiat,Shahin,115000,Used Fiat Shahin 2000 for sale Cairo,manual,2000
,Hurghada,,Dark grey,gas,"180,000 Km",https://eg.hatla2ee.com/en/car/renault/duster/6982528,Renault,Duster,620000,Used Renault Duster 2016 for sale Hurghada,manual,2016
MiniVans,Heliopolis,,Dark blue,natural gas,"297,000 Km",https://eg.hatla2ee.com/en/car/chrysler/voyager/6982526,Chrysler,Voyager,250000,Used Chrysler Voyager 1997 for sale Heliopolis,automatic,1997
4x4,Obour City,,Other,gas,"88,000 Km",https://eg.hatla2ee.com/en/car/toyota/fortuner/6979289,Toyota,Fortuner,2950000,Used Toyota Fortuner 2022 for sale Obour City,automatic,2022
,6 October,,Gold,gas,"110,000 Km",https://eg.hatla2ee.com/en/car/kia/rio/6982535,Kia,Rio,300000,Used Kia Rio 2000 for sale 6 October,automatic,2000
,Cairo,,White,gas,"20,000 Km",https://eg.hatla2ee.com/en/car/audi/a5/6981915,Audi,A5,3250000,Used Audi A5 2024 for sale Cairo,automatic,2024
,Cairo,,Silver,gas,"115,000 Km",https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6982410,Hyundai,Elantra HD,785000,Used Hyundai Elantra HD 2021 for sale Cairo,automatic,2021
,6 October,,Black,gas,"9,000 Km",https://eg.hatla2ee.com/en/car/opel/Mokka/6982547,Opel,Mokka,899000,Used Opel Mokka 2023 for sale 6 October,automatic,2023
,Damietta,,Green,gas,0 Km,https://eg.hatla2ee.com/en/car/fiat/127/6981953,Fiat,127,60000,Used Fiat 127 1985 for sale Damietta,manual,1985
Hatchback,Ismailia,,Red,gas,"300,000 Km",https://eg.hatla2ee.com/en/car/daewoo/juliet/6982556,Daewoo,Juliet,250000,Used Daewoo Juliet 1997 for sale Ismailia,manual,1997
,Cairo,,Bronze,gas,"68,000 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/6982566,Nissan,Sunny,680000,Used Nissan Sunny 2024 for sale Cairo,automatic,2024
,Cairo,,White,diesel,"100,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/T-Series/6982570,Chevrolet,T-Series,580000,Used Chevrolet T-Series 2010 for sale Cairo,manual,2010
,6 October,,Gray,gas,"2,100 Km",https://eg.hatla2ee.com/en/car/skoda/kodiaq/6980154,Skoda,Kodiaq,3125000,Used Skoda Kodiaq  for sale 6 October,automatic,2025
,Tagamo3 - New Cairo,,Silver,gas,"2,700 Km",https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6980165,Hyundai,Accent RB,920000,Used Hyundai Accent RB 2025 for sale Tagamo3 - New Cairo,automatic,2025
,Obour City,,Silver,gas,"360,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/aveo/6982571,Chevrolet,Aveo,400000,Used Chevrolet Aveo 2013 for sale Obour City,automatic,2013
,Cairo,,Black,gas,"210,000 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/6982573,Nissan,Sunny,470000,Used Nissan Sunny 2014 for sale Cairo,automatic,2014
,Tanta,,Silver,gas,"130,000 Km",https://eg.hatla2ee.com/en/car/daewoo/lacetti/6982574,Daewoo,Lacetti,510000,Used Daewoo Lacetti 2006 for sale Tanta,automatic,2006
,Cairo,,Black,gas,"207,000 Km",https://eg.hatla2ee.com/en/car/toyota/yaris/6982585,Toyota,Yaris,395000,Used Toyota Yaris 2007 for sale Cairo,manual,2007
Sedan,Cairo,,Red,gas,"220,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/aveo/6982588,Chevrolet,Aveo,320000,Used Chevrolet Aveo 2009 for sale Cairo,manual,2009
,Monufia,,Red,gas,"130,000 Km",https://eg.hatla2ee.com/en/car/nissan/sentra/6982597,Nissan,Sentra,600000,Used Nissan Sentra 2016 for sale Monufia,automatic,2016
,10th of Ramadan,,Silver,gas,"300,000 Km",https://eg.hatla2ee.com/en/car/toyota/corolla/6980227,Toyota,Corolla,260000,Used Toyota Corolla 1999 for sale 10th of Ramadan,manual,1999
,Al Shorouk,,Gold,gas,"76,000 Km",https://eg.hatla2ee.com/en/car/kia/Xceed/6980229,Kia,Xceed,1170000,Used Kia Xceed 2022 for sale Al Shorouk,automatic,2022
4x4,El Marg,,Black,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/jeep/cherokee/6982609,Jeep,Cherokee,360000,Used Jeep Cherokee 1998 for sale El Marg,automatic,1998
,Cairo,,Silver,gas,"90,000 Km",https://eg.hatla2ee.com/en/car/fiat/tipo/6982506,Fiat,Tipo,568000,Used Fiat Tipo 2019 for sale Cairo,manual,2019
Pick up,Asyut,,Red,diesel,"190,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/T-Series/6982626,Chevrolet,T-Series,650000,Used Chevrolet T-Series 2014 for sale Asyut,manual,2014
,Kafr el-Sheikh,,Dark red,gas,"131,000 Km",https://eg.hatla2ee.com/en/car/hyundai/matrix/6982632,Hyundai,Matrix,450000,Used Hyundai Matrix 2006 for sale Kafr el-Sheikh,automatic,2006
,El-Arish,,Black,gas,"103,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/cruze/6982631,Chevrolet,Cruze,460000,Used Chevrolet Cruze 2010 for sale El-Arish,automatic,2010
Sedan,Kafr el-Sheikh,,Other,gas,"340,000 Km",https://eg.hatla2ee.com/en/car/toyota/corolla/6982623,Toyota,Corolla,240000,Used Toyota Corolla 1998 for sale Kafr el-Sheikh,manual,1998
,Alexandria,,Silver,gas,"60,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6982620,Mitsubishi,Lancer EX Shark,600000,Used Mitsubishi Lancer EX Shark 2014 for sale Alexandria,automatic,2014
,El Haram,,Silver,gas,"190,000 Km",https://eg.hatla2ee.com/en/car/kia/sephia/6982648,Kia,Sephia,235000,Used Kia Sephia 2005 for sale El Haram,automatic,2005
,Nasr city,,Black,gas,"108,000 Km",https://eg.hatla2ee.com/en/car/renault/duster/6982656,Renault,Duster,690000,Used Renault Duster 2017 for sale Nasr city,automatic,2017
,6 October,,Green,gas,0 Km,https://eg.hatla2ee.com/en/car/fiat/shahin/6982658,Fiat,Shahin,100000,Used Fiat Shahin 2002 for sale 6 October,manual,2002
,Zagazig,,Silver,gas,"100,000 Km",https://eg.hatla2ee.com/en/car/fiat/shahin/6982661,Fiat,Shahin,175000,Used Fiat Shahin 2002 for sale Zagazig,manual,2002
,Zagazig,,Silver,gas,"89,000 Km",https://eg.hatla2ee.com/en/car/kia/cerato/6982669,Kia,Cerato,540000,Used Kia Cerato 2006 for sale Zagazig,automatic,2006
Sedan,Cairo,,Red,gas,"222,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/aveo/6982670,Chevrolet,Aveo,300000,Used Chevrolet Aveo 2009 for sale Cairo,manual,2009
,Obour City,,Silver,gas,"244,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/6982593,Chevrolet,Optra,499000,Used Chevrolet Optra 2019 for sale Obour City,automatic,2019
,Luxor,,Silver,gas,"149,000 Km",https://eg.hatla2ee.com/en/car/chery/chery-envy/6982542,Chery,Envy,350000,Used Chery Envy 2017 for sale Luxor,manual,2017
Sedan,Tanta,,Black,gas,"175,000 Km",https://eg.hatla2ee.com/en/car/peugeot/301/6981988,Peugeot,301,600000,Used Peugeot 301 2019 for sale Tanta,automatic,2019
Van,Dokki,,Red,gas,"170,000 Km",https://eg.hatla2ee.com/en/car/fiat/doblo/6982693,Fiat,Doblo,599000,Used Fiat Doblo 2018 for sale Dokki,manual,2018
Sedan,Alexandria,,Black,gas,"130,000 Km",https://eg.hatla2ee.com/en/car/kia/spectra/6982701,Kia,Spectra,310000,Used Kia Spectra 2003 for sale Alexandria,automatic,2003
,Tagamo3 - New Cairo,,Dark blue,gas,"262,000 Km",https://eg.hatla2ee.com/en/car/volks-wagen/jetta/6980373,Volkswagen,Jetta,700000,Used Volkswagen Jetta 2009 for sale Tagamo3 - New Cairo,automatic,2009
,El Mahalla,,Blue,gas,"60,000 Km",https://eg.hatla2ee.com/en/car/jac/J7/6982703,Jac,J7,850000,Used Jac J7  for sale El Mahalla,automatic,2022
,Mokattam,,Silver,gas,"136,000 Km",https://eg.hatla2ee.com/en/car/opel/astra/6982708,Opel,Astra,640000,Used Opel Astra 2016 for sale Mokattam,automatic,2016
Sedan,Cairo,,Blue,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/mazda/323/6982706,Mazda,323,225000,Used Mazda 323 1997 for sale Cairo,automatic,1997
,Hadayek October,,Black,gas,"225,000 Km",https://eg.hatla2ee.com/en/car/dodge/dart/6982529,Dodge,Dart,620000,Used Dodge Dart 2013 for sale Hadayek October,automatic,2013
,6 October,,Black,gas,"122,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/6982714,Chevrolet,Optra,430000,Used Chevrolet Optra 2007 for sale 6 October,automatic,2007
,Sharqia,,Silver,gas,"228,000 Km",https://eg.hatla2ee.com/en/car/toyota/corolla/6982712,Toyota,Corolla,580000,Used Toyota Corolla 2010 for sale Sharqia,automatic,2010
,El Minya,,Black,gas,"177,650 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/6982605,Nissan,Sunny,400000,Used Nissan Sunny 2007 for sale El Minya,automatic,2007
,10th of Ramadan,,Red,gas,"250,000 Km",https://eg.hatla2ee.com/en/car/bmw/1-series/6982716,BMW,1 Series,770000,Used BMW 1 Series 2006 for sale 10th of Ramadan,automatic,2006
,Giza,,Red,gas,"44,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/aveo/6982635,Chevrolet,Aveo,590000,Used Chevrolet Aveo 2020 for sale Giza,automatic,2020
,Mokattam,,Gold,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/mercedes/b-200/6970413,Mercedes,B 200,800000,Used Mercedes B 200 2013 for sale Mokattam,automatic,2013
Sedan,Tagamo3 - New Cairo,,Red,gas,"120,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/6982729,Chevrolet,Optra,370000,Used Chevrolet Optra 2008 for sale Tagamo3 - New Cairo,automatic,2008
,Alexandria,,Cyan,gas,"230,000 Km",https://eg.hatla2ee.com/en/car/opel/vectra/6982731,Opel,Vectra,180000,Used Opel Vectra 1999 for sale Alexandria,manual,1999
,Suez,,Silver,gas,"220,000 Km",https://eg.hatla2ee.com/en/car/kia/K3/6982730,Kia,K3,850000,Used Kia K3 2015 for sale Suez,automatic,2015
Sedan,Tagamo3 - New Cairo,,Bronze,gas,"290,000 Km",https://eg.hatla2ee.com/en/car/byd/f3/6982736,Byd,F3,420000,Used Byd F3 2020 for sale Tagamo3 - New Cairo,manual,2020
,Mohandessin,,Black,gas,"138,000 Km",https://eg.hatla2ee.com/en/car/opel/astra/6982738,Opel,Astra,620000,Used Opel Astra 2016 for sale Mohandessin,automatic,2016
,Maadi,,Silver,gas,"101,000 Km",https://eg.hatla2ee.com/en/car/citroen/c-elysee/6982741,Citroën,C Elysee,730000,Used Citroën C Elysee 2022 for sale Maadi,automatic,2022
Hatchback,Giza,,Red,gas,"180,000 Km",https://eg.hatla2ee.com/en/car/jac/j2/6982724,Jac,J2,280000,Used Jac J2 2013 for sale Giza,automatic,2013
,Alexandria,,Mocha,gas,"90,000 Km",https://eg.hatla2ee.com/en/car/renault/duster/6982752,Renault,Duster,835000,Used Renault Duster 2020 for sale Alexandria,automatic,2020
,Tagamo3 - New Cairo,,White,gas,"160,000 Km",https://eg.hatla2ee.com/en/car/seat/leon/6982753,Seat,Leon,1100000,Used Seat Leon 2020 for sale Tagamo3 - New Cairo,automatic,2020
,El Haram,,Silver,gas,"112,000 Km",https://eg.hatla2ee.com/en/car/jeep/Renegade/6982754,Jeep,Renegade,950000,Used Jeep Renegade 2020 for sale El Haram,automatic,2020
,10th of Ramadan,,White,gas,0 Km,https://eg.hatla2ee.com/en/car/mercedes/200/6982750,Mercedes,200,355000,Used Mercedes 200 1984 for sale 10th of Ramadan,automatic,1984
,Imbaba,,Eggplant,gas,"100,000 Km",https://eg.hatla2ee.com/en/car/daihatsu/terios/6982758,Daihatsu,Terios,230000,Used Daihatsu Terios 1999 for sale Imbaba,manual,1999
Sedan,Red Sea,,Silver,gas,"275,000 Km",https://eg.hatla2ee.com/en/car/geely/ck/6982744,Geely,Ck,275000,Used Geely Ck 2014 for sale Red Sea,manual,2014
Sedan,Cairo,,Black,gas,"245,000 Km",https://eg.hatla2ee.com/en/car/toyota/corolla/6982579,Toyota,Corolla,500000,Used Toyota Corolla 2006 for sale Cairo,automatic,2006
,Tagamo3 - New Cairo,,Silver,gas,"160,000 Km",https://eg.hatla2ee.com/en/car/bmw/118/6982760,BMW,118,950000,Used BMW 118 2016 for sale Tagamo3 - New Cairo,automatic,2016
SUV,6 October,,Black,gas,"94,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/Rx5/6982765,MG,Rx5,900000,Used MG Rx5 2020 for sale 6 October,automatic,2020
,Helwan,,Black,gas,"167,000 Km",https://eg.hatla2ee.com/en/car/kia/picanto/6982769,Kia,Picanto,315000,Used Kia Picanto 2010 for sale Helwan,manual,2010
